Make_Year,Brand,Transmission,xMiles,Price,Owner_Count,Engine_cc,Fuel_Type,Color,Service_History,Accidents_Reported,Insurance_Valid,MileageCategory,Mileage
2000,Volkswagen,Manual,25,"$13,869 ",1,"5,000",Electric,Blue,No Service,0,Yes,Between 20k and 30k,"24,560"
2000,Volkswagen,Automatic,18,"$8,798 ",4,"2,500",Electric,Black,No Service,0,Yes,Between 10k and 20k,"18,440"
2001,Hyundai,Manual,15,"$12,973 ",3,"5,000",Electric,Blue,No Service,0,Yes,Between 10k and 20k,"15,340"
2001,Toyota,Manual,29,"$6,710 ",5,800,Electric,Silver,No Service,0,Yes,Between 20k and 30k,"28,600"
2002,Toyota,Manual,19,"$5,704 ",5,"1,200",Electric,Black,No Service,0,Yes,Between 10k and 20k,"18,930"
2003,Hyundai,Manual,17,"$9,439 ",3,"1,200",Electric,White,No Service,0,Yes,Between 10k and 20k,"16,610"
2003,Ford,Manual,20,"$7,223 ",4,"1,800",Electric,Black,No Service,0,Yes,Between 10k and 20k,"19,740"
2004,Hyundai,Manual,20,"$8,164 ",4,"1,800",Electric,Blue,No Service,0,Yes,Between 20k and 30k,"20,070"
2005,Hyundai,Automatic,22,"$8,950 ",2,"1,000",Electric,Black,No Service,0,Yes,Between 20k and 30k,"21,750"
2005,Nissan,Automatic,10,"$5,309 ",4,"1,000",Electric,Silver,No Service,0,Yes,Less than 10k,"9,730"
2005,BMW,Manual,22,"$13,883 ",5,"5,000",Electric,White,No Service,0,Yes,Between 20k and 30k,"21,740"
2005,Kia,Automatic,16,"$7,488 ",4,"2,000",Electric,Silver,No Service,0,Yes,Between 10k and 20k,"15,740"
2006,Honda,Manual,17,"$8,395 ",3,"1,000",Electric,Blue,No Service,0,Yes,Between 10k and 20k,"16,730"
2006,Chevrolet,Manual,22,"$9,259 ",3,"1,500",Electric,Gray,No Service,0,Yes,Between 20k and 30k,"22,050"
2006,BMW,Manual,18,"$9,956 ",2,"2,500",Electric,Red,No Service,0,Yes,Between 10k and 20k,"18,150"
2006,Ford,Manual,20,"$11,834 ",4,"4,000",Electric,Gray,No Service,0,Yes,Between 20k and 30k,"20,050"
2007,Ford,Automatic,19,"$12,815 ",1,"3,000",Electric,Black,No Service,0,Yes,Between 10k and 20k,"19,130"
2007,Nissan,Manual,17,"$8,796 ",3,"2,000",Electric,White,No Service,0,Yes,Between 10k and 20k,"16,600"
2007,Toyota,Automatic,14,"$14,310 ",2,"5,000",Electric,Red,No Service,0,Yes,Between 10k and 20k,"14,090"
2007,BMW,Automatic,19,"$7,678 ",3,"1,200",Electric,White,No Service,0,Yes,Between 10k and 20k,"19,210"
2007,Toyota,Manual,14,"$8,466 ",3,"2,500",Electric,Gray,No Service,0,Yes,Between 10k and 20k,"14,180"
2007,Toyota,Manual,28,"$8,809 ",2,"1,800",Electric,Gray,No Service,0,Yes,Between 20k and 30k,"27,840"
2008,Hyundai,Automatic,22,"$10,907 ",5,"3,000",Electric,Blue,No Service,0,Yes,Between 20k and 30k,"21,730"
2008,BMW,Manual,21,"$8,155 ",4,"1,800",Electric,Silver,No Service,0,Yes,Between 20k and 30k,"21,340"
2008,Volkswagen,Automatic,19,"$5,907 ",5,800,Electric,White,No Service,0,Yes,Between 10k and 20k,"18,620"
2008,Toyota,Manual,19,"$8,639 ",1,800,Electric,White,No Service,0,Yes,Between 10k and 20k,"19,260"
2009,Nissan,Automatic,22,"$10,508 ",3,"2,000",Electric,Gray,No Service,0,Yes,Between 20k and 30k,"21,700"
2009,Nissan,Manual,23,"$9,133 ",4,"1,200",Electric,White,No Service,0,Yes,Between 20k and 30k,"23,000"
2009,Kia,Manual,22,"$8,954 ",2,800,Electric,Silver,No Service,0,Yes,Between 20k and 30k,"21,610"
2009,Kia,Manual,23,"$8,174 ",3,"1,500",Electric,Black,No Service,0,Yes,Between 20k and 30k,"22,660"
2010,Nissan,Automatic,18,"$9,646 ",5,"2,500",Electric,White,No Service,0,Yes,Between 10k and 20k,"18,050"
2011,Hyundai,Automatic,19,"$10,238 ",4,"2,500",Electric,Red,No Service,0,Yes,Between 10k and 20k,"19,210"
2011,Ford,Automatic,26,"$9,585 ",3,"1,200",Electric,Red,No Service,0,Yes,Between 20k and 30k,"25,950"
2011,Kia,Manual,20,"$7,282 ",4,800,Electric,Gray,No Service,0,Yes,Between 20k and 30k,"20,230"
2011,Ford,Manual,13,"$11,466 ",3,"2,500",Electric,Gray,No Service,0,Yes,Between 10k and 20k,"13,130"
2011,Chevrolet,Automatic,19,"$10,365 ",1,"2,000",Electric,Red,No Service,0,Yes,Between 10k and 20k,"19,170"
2012,Volkswagen,Manual,21,"$11,798 ",2,"1,800",Electric,White,No Service,0,Yes,Between 20k and 30k,"21,360"
2013,Honda,Manual,20,"$17,156 ",2,"5,000",Electric,Gray,No Service,0,Yes,Between 20k and 30k,"20,410"
2014,Volkswagen,Manual,20,"$7,971 ",2,800,Electric,Silver,No Service,0,Yes,Between 10k and 20k,"19,640"
2014,Chevrolet,Manual,15,"$13,146 ",5,"5,000",Electric,Red,No Service,0,Yes,Between 10k and 20k,"14,930"
2016,Volkswagen,Automatic,21,"$9,595 ",2,"1,200",Electric,Blue,No Service,0,Yes,Between 20k and 30k,"21,210"
2016,Hyundai,Manual,18,"$11,455 ",5,"2,500",Electric,Red,No Service,0,Yes,Between 10k and 20k,"17,800"
2016,Ford,Manual,21,"$12,275 ",4,"2,500",Electric,Red,No Service,0,Yes,Between 20k and 30k,"21,480"
2017,Chevrolet,Manual,15,"$12,078 ",1,"1,800",Electric,White,No Service,0,Yes,Between 10k and 20k,"14,780"
2017,Kia,Manual,13,"$14,008 ",4,"5,000",Electric,Red,No Service,0,Yes,Between 10k and 20k,"13,330"
2017,BMW,Manual,15,"$8,730 ",4,"2,000",Electric,Blue,No Service,0,Yes,Between 10k and 20k,"14,870"
2018,Honda,Manual,9,"$7,471 ",5,"1,800",Electric,Black,No Service,0,Yes,Less than 10k,"9,220"
2018,Volkswagen,Manual,29,"$12,521 ",4,"2,500",Electric,Silver,No Service,0,Yes,Between 20k and 30k,"28,840"
2018,Chevrolet,Manual,16,"$9,337 ",1,"1,800",Electric,Gray,No Service,0,Yes,Between 10k and 20k,"16,440"
2019,Kia,Manual,19,"$11,557 ",3,"2,000",Electric,Silver,No Service,0,Yes,Between 10k and 20k,"18,570"
2020,Chevrolet,Manual,27,"$11,414 ",1,"1,200",Electric,Blue,No Service,0,Yes,Between 20k and 30k,"27,240"
2020,Ford,Automatic,18,"$8,409 ",5,"1,000",Electric,Blue,No Service,0,Yes,Between 10k and 20k,"18,420"
2020,Chevrolet,Manual,18,"$10,644 ",5,"1,800",Electric,Red,No Service,0,Yes,Between 10k and 20k,"17,910"
2021,Ford,Manual,8,"$9,553 ",5,"2,000",Electric,White,No Service,0,Yes,Less than 10k,"7,660"
2021,Kia,Manual,25,"$12,503 ",1,"2,000",Electric,Red,No Service,0,Yes,Between 20k and 30k,"25,010"
2021,Toyota,Manual,16,"$11,275 ",3,"1,800",Electric,Silver,No Service,0,Yes,Between 10k and 20k,"15,550"
2021,Volkswagen,Manual,18,"$9,705 ",3,"1,500",Electric,Silver,No Service,0,Yes,Between 10k and 20k,"18,120"
2021,Nissan,Automatic,13,"$10,580 ",2,"1,800",Electric,White,No Service,0,Yes,Between 10k and 20k,"13,380"
2021,Chevrolet,Automatic,22,"$10,304 ",4,"1,800",Electric,Blue,No Service,0,Yes,Between 20k and 30k,"21,860"
2022,Honda,Manual,14,"$12,163 ",4,"2,500",Electric,Gray,No Service,0,Yes,Between 10k and 20k,"13,510"
2022,Volkswagen,Manual,29,"$12,182 ",5,"1,800",Electric,Blue,No Service,0,Yes,Between 20k and 30k,"28,890"
2022,Toyota,Automatic,13,"$11,561 ",2,"2,500",Electric,Gray,No Service,0,Yes,Between 10k and 20k,"13,410"
2022,Honda,Manual,21,"$13,703 ",3,"3,000",Electric,White,No Service,0,Yes,Between 20k and 30k,"20,800"
2022,Kia,Automatic,33,"$13,356 ",5,"3,000",Electric,Blue,No Service,0,Yes,More than 30k,"32,810"
2023,Ford,Manual,19,"$12,131 ",5,"1,500",Electric,Blue,No Service,0,Yes,Between 10k and 20k,"18,690"
2023,Ford,Manual,16,"$11,235 ",4,"1,200",Electric,Silver,No Service,0,Yes,Between 10k and 20k,"15,990"
2023,BMW,Manual,8,"$8,466 ",1,800,Electric,White,No Service,0,Yes,Less than 10k,"8,360"
1995,BMW,Manual,22,"$5,856 ",4,"1,000",Electric,Gray,No Service,0,No,Between 20k and 30k,"21,690"
1999,Ford,Manual,17,"$7,775 ",4,"1,800",Electric,Black,No Service,0,No,Between 10k and 20k,"17,180"
1999,Nissan,Manual,19,"$7,794 ",4,"2,000",Electric,Black,No Service,0,No,Between 10k and 20k,"18,980"
2001,Kia,Automatic,15,"$6,622 ",1,"1,200",Electric,Gray,No Service,0,No,Between 10k and 20k,"15,130"
2001,BMW,Automatic,21,"$7,859 ",1,"1,000",Electric,Black,No Service,0,No,Between 20k and 30k,"21,410"
2001,Hyundai,Manual,9,"$8,797 ",5,"2,500",Electric,Blue,No Service,0,No,Less than 10k,"8,780"
2005,Nissan,Manual,30,"$9,067 ",5,"2,000",Electric,Black,No Service,0,No,More than 30k,"30,160"
2006,Ford,Automatic,22,"$13,452 ",1,"4,000",Electric,Black,No Service,0,No,Between 20k and 30k,"21,770"
2006,Chevrolet,Automatic,18,"$6,081 ",3,800,Electric,Gray,No Service,0,No,Between 10k and 20k,"17,870"
2007,Nissan,Manual,12,"$10,396 ",1,"1,800",Electric,Silver,No Service,0,No,Between 10k and 20k,"11,920"
2008,BMW,Manual,18,"$10,483 ",2,"2,000",Electric,Black,No Service,0,No,Between 10k and 20k,"18,350"
2010,Honda,Automatic,18,"$7,565 ",5,"1,000",Electric,Gray,No Service,0,No,Between 10k and 20k,"18,240"
2011,Ford,Manual,24,"$11,331 ",1,"1,800",Electric,Red,No Service,0,No,Between 20k and 30k,"24,110"
2011,Volkswagen,Manual,16,"$8,040 ",5,"1,200",Electric,White,No Service,0,No,Between 10k and 20k,"15,660"
2012,Honda,Manual,13,"$9,407 ",1,"2,000",Electric,Black,No Service,0,No,Between 10k and 20k,"13,200"
2015,Chevrolet,Automatic,21,"$10,669 ",2,"1,500",Electric,Silver,No Service,0,No,Between 20k and 30k,"20,830"
2015,Kia,Manual,12,"$14,117 ",4,"4,000",Electric,Red,No Service,0,No,Between 10k and 20k,"11,950"
2016,Toyota,Manual,5,"$9,600 ",2,"2,000",Electric,White,No Service,0,No,Less than 10k,"5,000"
2016,Nissan,Automatic,24,"$10,970 ",1,"1,200",Electric,Black,No Service,0,No,Between 20k and 30k,"24,460"
2017,Toyota,Manual,21,"$9,443 ",2,"1,200",Electric,Silver,No Service,0,No,Between 20k and 30k,"20,950"
2017,Hyundai,Automatic,18,"$11,147 ",3,"1,500",Electric,Red,No Service,0,No,Between 10k and 20k,"17,970"
2017,Ford,Automatic,14,"$10,456 ",2,"1,500",Electric,Black,No Service,0,No,Between 10k and 20k,"14,400"
2018,Honda,Automatic,20,"$8,257 ",5,800,Electric,Black,No Service,0,No,Between 10k and 20k,"19,870"
2020,Volkswagen,Manual,19,"$10,487 ",3,"1,000",Electric,White,No Service,0,No,Between 10k and 20k,"18,890"
2022,BMW,Manual,16,"$7,768 ",2,"1,200",Electric,Blue,No Service,0,No,Between 10k and 20k,"15,660"
2023,Honda,Manual,14,"$7,360 ",5,800,Electric,Silver,No Service,0,No,Between 10k and 20k,"14,140"
1996,Volkswagen,Automatic,26,"$10,847 ",4,"5,000",Petrol,Silver,No Service,1,Yes,Between 20k and 30k,"25,610"
2000,Chevrolet,Manual,20,"$10,416 ",3,"5,000",Petrol,Blue,No Service,1,Yes,Between 10k and 20k,"19,790"
2003,Volkswagen,Manual,25,"$10,387 ",3,"5,000",Petrol,Blue,No Service,1,Yes,Between 20k and 30k,"25,300"
2003,Nissan,Manual,25,"$10,449 ",1,"4,000",Petrol,Red,No Service,1,Yes,Between 20k and 30k,"24,890"
2007,Nissan,Automatic,13,"$11,390 ",3,"5,000",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"13,300"
2008,Toyota,Automatic,21,"$10,280 ",5,"5,000",Petrol,Gray,No Service,1,Yes,Between 20k and 30k,"20,740"
2008,Ford,Manual,15,"$10,670 ",5,"4,000",Petrol,Blue,No Service,1,No,Between 10k and 20k,"14,520"
2009,Honda,Automatic,16,"$13,328 ",1,"5,000",Petrol,Red,No Service,1,No,Between 10k and 20k,"15,640"
2010,Hyundai,Automatic,31,"$11,168 ",3,"4,000",Petrol,Blue,No Service,1,Yes,More than 30k,"31,400"
2011,Volkswagen,Manual,14,"$12,020 ",3,"5,000",Petrol,Black,No Service,1,Yes,Between 10k and 20k,"13,650"
2011,Nissan,Automatic,26,"$11,004 ",1,"3,000",Petrol,Gray,No Service,1,Yes,Between 20k and 30k,"25,700"
2011,Nissan,Manual,26,"$10,168 ",4,"4,000",Petrol,Black,No Service,1,Yes,Between 20k and 30k,"25,690"
2012,Kia,Automatic,23,"$12,221 ",3,"4,000",Petrol,White,No Service,1,Yes,Between 20k and 30k,"23,010"
2014,Chevrolet,Automatic,22,"$10,228 ",1,"3,000",Petrol,Gray,No Service,1,Yes,Between 20k and 30k,"22,100"
2015,Ford,Manual,16,"$12,344 ",5,"5,000",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"16,260"
2015,Volkswagen,Manual,19,"$10,900 ",3,"4,000",Petrol,Blue,No Service,1,Yes,Between 10k and 20k,"19,380"
2015,Volkswagen,Manual,21,"$12,536 ",2,"5,000",Petrol,Gray,No Service,1,Yes,Between 20k and 30k,"20,900"
2016,BMW,Automatic,14,"$12,367 ",3,"5,000",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"14,090"
2016,Volkswagen,Manual,19,"$11,614 ",1,"4,000",Petrol,Black,No Service,1,Yes,Between 10k and 20k,"19,080"
2016,Toyota,Automatic,16,"$11,723 ",2,"5,000",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"15,860"
2017,Chevrolet,Manual,21,"$11,659 ",3,"5,000",Petrol,Red,No Service,1,Yes,Between 20k and 30k,"21,200"
2018,BMW,Manual,23,"$10,767 ",2,"3,000",Petrol,Red,No Service,1,Yes,Between 20k and 30k,"22,590"
2019,Toyota,Automatic,21,"$12,669 ",1,"4,000",Petrol,White,No Service,1,Yes,Between 20k and 30k,"21,240"
2019,Nissan,Automatic,22,"$13,739 ",1,"5,000",Petrol,Red,No Service,1,Yes,Between 20k and 30k,"22,030"
2020,Chevrolet,Automatic,21,"$11,254 ",3,"4,000",Petrol,Red,No Service,1,Yes,Between 20k and 30k,"21,160"
2020,BMW,Manual,6,"$10,757 ",3,"5,000",Petrol,Gray,No Service,1,Yes,Less than 10k,"5,780"
2020,Chevrolet,Manual,18,"$10,391 ",1,"2,500",Petrol,Black,No Service,1,Yes,Between 10k and 20k,"17,520"
2021,Hyundai,Manual,21,"$12,077 ",4,"5,000",Petrol,Blue,No Service,1,No,Between 20k and 30k,"21,360"
2022,Kia,Manual,16,"$11,463 ",1,"4,000",Petrol,Red,No Service,1,No,Between 10k and 20k,"15,650"
2022,Nissan,Automatic,26,"$11,242 ",4,"3,000",Petrol,White,No Service,1,Yes,Between 20k and 30k,"25,760"
2022,Nissan,Manual,25,"$10,912 ",3,"4,000",Petrol,Gray,No Service,1,No,Between 20k and 30k,"24,920"
2023,Toyota,Manual,6,"$10,535 ",2,"5,000",Petrol,Black,No Service,1,No,Less than 10k,"6,180"
2023,Hyundai,Automatic,16,"$10,983 ",5,"4,000",Petrol,Blue,No Service,1,Yes,Between 10k and 20k,"15,950"
1995,Toyota,Manual,5,"$4,386 ",4,"4,000",Petrol,Black,No Service,1,No,Less than 10k,"5,000"
1995,Honda,Manual,5,"$8,784 ",1,"4,000",Petrol,Blue,No Service,1,No,Less than 10k,"5,000"
1995,Kia,Automatic,15,"$3,505 ",2,"1,500",Petrol,Gray,No Service,1,No,Between 10k and 20k,"15,020"
1996,Toyota,Manual,19,"$3,040 ",5,"1,500",Petrol,Black,No Service,1,No,Between 10k and 20k,"19,300"
1996,Ford,Automatic,25,"$8,542 ",3,"5,000",Petrol,Gray,No Service,1,No,Between 20k and 30k,"24,640"
1996,Hyundai,Manual,17,"$5,257 ",4,"3,000",Petrol,White,No Service,1,No,Between 10k and 20k,"16,960"
1997,Honda,Manual,18,"$4,315 ",2,"1,200",Petrol,Blue,No Service,1,No,Between 10k and 20k,"17,500"
1997,Kia,Manual,13,"$4,162 ",1,"2,000",Petrol,Blue,No Service,1,No,Between 10k and 20k,"12,540"
1997,Hyundai,Automatic,16,"$2,222 ",4,800,Petrol,Blue,No Service,1,No,Between 10k and 20k,"15,710"
1997,Hyundai,Manual,15,"$2,124 ",4,"1,500",Petrol,Silver,No Service,1,No,Between 10k and 20k,"14,600"
1998,BMW,Manual,22,"$6,065 ",4,"1,200",Petrol,Silver,No Service,1,No,Between 20k and 30k,"21,770"
1998,Volkswagen,Automatic,27,"$3,326 ",5,"1,800",Petrol,White,No Service,1,No,Between 20k and 30k,"27,160"
1998,Honda,Manual,16,"$3,490 ",3,"1,500",Petrol,Blue,No Service,1,No,Between 10k and 20k,"15,980"
1999,Hyundai,Automatic,17,"$7,431 ",5,"5,000",Petrol,Gray,No Service,1,No,Between 10k and 20k,"17,190"
2001,Volkswagen,Manual,22,"$3,022 ",4,800,Petrol,Silver,No Service,1,No,Between 20k and 30k,"22,080"
2001,Ford,Automatic,21,"$8,104 ",3,"3,000",Petrol,Blue,No Service,1,No,Between 20k and 30k,"21,450"
2002,BMW,Automatic,21,"$5,997 ",5,"3,000",Petrol,Gray,No Service,1,No,Between 20k and 30k,"20,820"
2006,Ford,Automatic,17,"$5,621 ",3,"1,800",Petrol,Gray,No Service,1,No,Between 10k and 20k,"17,010"
2006,Ford,Manual,23,"$8,905 ",3,"4,000",Petrol,White,No Service,1,No,Between 20k and 30k,"22,510"
2006,Hyundai,Automatic,22,"$7,304 ",2,"2,000",Petrol,Silver,No Service,1,No,Between 20k and 30k,"22,270"
2007,Kia,Manual,16,"$4,270 ",3,"1,200",Petrol,Gray,No Service,1,No,Between 10k and 20k,"16,180"
2007,Volkswagen,Manual,21,"$6,644 ",2,"1,800",Petrol,Silver,No Service,1,No,Between 20k and 30k,"21,220"
2008,BMW,Manual,16,"$6,738 ",2,"1,800",Petrol,Gray,No Service,1,No,Between 10k and 20k,"15,900"
2008,Toyota,Manual,14,"$5,024 ",3,"3,000",Petrol,Gray,No Service,1,No,Between 10k and 20k,"13,970"
2009,Ford,Manual,13,"$5,565 ",2,"1,500",Petrol,Red,No Service,1,No,Between 10k and 20k,"13,290"
2010,Honda,Manual,18,"$9,893 ",5,"5,000",Petrol,Red,No Service,1,No,Between 10k and 20k,"17,560"
2011,BMW,Manual,11,"$5,386 ",1,"1,000",Petrol,Gray,No Service,1,No,Between 10k and 20k,"10,880"
2011,Chevrolet,Manual,12,"$3,137 ",4,"1,200",Petrol,Red,No Service,1,No,Between 10k and 20k,"11,580"
2012,Chevrolet,Manual,21,"$6,410 ",4,"1,200",Petrol,Black,No Service,1,No,Between 20k and 30k,"21,020"
2013,Kia,Manual,19,"$8,467 ",2,"1,500",Petrol,Gray,No Service,1,No,Between 10k and 20k,"19,050"
2013,Chevrolet,Manual,19,"$9,563 ",4,"4,000",Petrol,Silver,No Service,1,No,Between 10k and 20k,"19,460"
2013,Chevrolet,Manual,23,"$6,206 ",4,"1,200",Petrol,Red,No Service,1,No,Between 20k and 30k,"22,890"
2014,Nissan,Manual,12,"$8,799 ",4,"3,000",Petrol,Black,No Service,1,No,Between 10k and 20k,"12,410"
2015,Nissan,Automatic,7,"$5,811 ",3,"1,800",Petrol,Red,No Service,1,No,Less than 10k,"6,740"
2015,Honda,Manual,15,"$7,154 ",1,"1,200",Petrol,Gray,No Service,1,No,Between 10k and 20k,"14,810"
2016,BMW,Automatic,20,"$7,444 ",1,"1,200",Petrol,Silver,No Service,1,No,Between 10k and 20k,"19,970"
2016,Honda,Manual,10,"$5,697 ",5,"2,000",Petrol,Gray,No Service,1,No,Between 10k and 20k,"10,160"
2017,Ford,Manual,17,"$7,005 ",2,"2,000",Petrol,White,No Service,1,No,Between 10k and 20k,"16,740"
2018,Kia,Automatic,8,"$8,456 ",1,"1,800",Petrol,Black,No Service,1,No,Less than 10k,"8,270"
2019,Kia,Manual,19,"$6,959 ",1,800,Petrol,Black,No Service,1,No,Between 10k and 20k,"18,540"
2020,Toyota,Manual,15,"$8,674 ",5,"2,500",Petrol,Gray,No Service,1,No,Between 10k and 20k,"14,770"
2023,BMW,Manual,16,"$9,247 ",4,"2,000",Petrol,Blue,No Service,1,No,Between 10k and 20k,"15,890"
2023,BMW,Manual,10,"$6,626 ",1,800,Petrol,Blue,No Service,1,No,Less than 10k,"9,510"
2023,Volkswagen,Automatic,16,"$8,655 ",3,"4,000",Petrol,Blue,No Service,1,No,Between 10k and 20k,"16,470"
1995,BMW,Manual,14,"$2,550 ",5,"1,500",Petrol,White,No Service,1,Yes,Between 10k and 20k,"14,250"
1995,Nissan,Manual,19,"$4,280 ",3,"1,200",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"19,400"
1995,Chevrolet,Manual,10,"$3,954 ",1,"1,200",Petrol,Gray,No Service,1,Yes,Less than 10k,"9,600"
1995,Nissan,Automatic,30,"$6,384 ",1,"2,000",Petrol,Silver,No Service,1,Yes,More than 30k,"30,140"
1995,Kia,Manual,21,"$7,931 ",2,"3,000",Petrol,White,No Service,1,Yes,Between 20k and 30k,"20,670"
1995,Ford,Automatic,23,"$5,062 ",1,"1,800",Petrol,Black,No Service,1,Yes,Between 20k and 30k,"22,720"
1996,Kia,Automatic,17,"$8,442 ",2,"5,000",Petrol,White,No Service,1,Yes,Between 10k and 20k,"17,460"
1996,BMW,Manual,13,"$4,867 ",4,"3,000",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"13,120"
1996,BMW,Manual,18,"$4,074 ",3,"1,500",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"18,080"
1996,Hyundai,Automatic,17,"$4,813 ",3,"2,500",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"16,830"
1996,Kia,Automatic,20,"$3,449 ",3,"1,000",Petrol,Blue,No Service,1,Yes,Between 10k and 20k,"19,710"
1996,Chevrolet,Manual,18,"$3,605 ",5,"1,200",Petrol,White,No Service,1,Yes,Between 10k and 20k,"18,350"
1996,Hyundai,Automatic,20,"$5,105 ",3,"2,500",Petrol,Red,No Service,1,Yes,Between 20k and 30k,"20,170"
1996,Kia,Automatic,12,"$5,895 ",4,"4,000",Petrol,Blue,No Service,1,Yes,Between 10k and 20k,"11,810"
1996,Chevrolet,Manual,23,"$9,910 ",3,"5,000",Petrol,Gray,No Service,1,Yes,Between 20k and 30k,"22,950"
1997,Chevrolet,Manual,21,"$7,666 ",1,"2,500",Petrol,Black,No Service,1,Yes,Between 20k and 30k,"21,480"
1997,Kia,Manual,18,"$6,592 ",2,"1,800",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"17,600"
1997,Hyundai,Manual,16,"$7,867 ",3,"3,000",Petrol,White,No Service,1,Yes,Between 10k and 20k,"16,030"
1997,Chevrolet,Manual,8,"$8,672 ",5,"5,000",Petrol,Silver,No Service,1,Yes,Less than 10k,"7,550"
1997,BMW,Manual,21,"$6,157 ",3,"2,500",Petrol,Silver,No Service,1,Yes,Between 20k and 30k,"20,570"
1997,Nissan,Automatic,13,"$3,150 ",5,"2,000",Petrol,Black,No Service,1,Yes,Between 10k and 20k,"12,630"
1997,Chevrolet,Manual,21,"$7,187 ",3,"3,000",Petrol,Blue,No Service,1,Yes,Between 20k and 30k,"21,460"
1997,Hyundai,Manual,19,"$5,064 ",2,"1,800",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"18,780"
1998,Kia,Manual,12,"$4,575 ",1,800,Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"12,480"
1998,Volkswagen,Manual,17,"$4,048 ",4,"2,000",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"16,810"
1998,Kia,Manual,23,"$7,887 ",2,"4,000",Petrol,Gray,No Service,1,Yes,Between 20k and 30k,"22,730"
1998,Kia,Manual,22,"$5,479 ",2,"1,500",Petrol,Silver,No Service,1,Yes,Between 20k and 30k,"22,090"
1999,Honda,Manual,17,"$4,358 ",3,"2,500",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"16,630"
1999,BMW,Automatic,5,"$4,127 ",5,"2,000",Petrol,Silver,No Service,1,Yes,Less than 10k,"5,000"
1999,Nissan,Automatic,24,"$5,165 ",1,"1,000",Petrol,White,No Service,1,Yes,Between 20k and 30k,"24,250"
2000,Hyundai,Automatic,17,"$5,552 ",5,"3,000",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"17,290"
2000,Toyota,Manual,19,"$5,593 ",1,"2,000",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"19,080"
2000,Volkswagen,Manual,18,"$7,669 ",2,"4,000",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"17,610"
2000,Ford,Manual,18,"$5,590 ",3,"2,000",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"18,360"
2001,BMW,Manual,19,"$7,595 ",3,"4,000",Petrol,Blue,No Service,1,Yes,Between 10k and 20k,"18,710"
2001,Volkswagen,Manual,18,"$8,839 ",1,"5,000",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"17,920"
2001,Chevrolet,Automatic,22,"$6,181 ",1,"2,000",Petrol,White,No Service,1,Yes,Between 20k and 30k,"21,900"
2001,Kia,Manual,22,"$3,013 ",5,"2,000",Petrol,Black,No Service,1,Yes,Between 20k and 30k,"21,940"
2001,Kia,Automatic,23,"$4,747 ",3,"1,200",Petrol,Red,No Service,1,Yes,Between 20k and 30k,"22,770"
2001,Chevrolet,Manual,11,"$8,328 ",1,"3,000",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"11,320"
2001,Chevrolet,Manual,17,"$8,017 ",2,"4,000",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"17,180"
2002,BMW,Manual,16,"$5,155 ",3,"2,500",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"15,850"
2002,Ford,Manual,20,"$5,146 ",3,"2,000",Petrol,Black,No Service,1,Yes,Between 10k and 20k,"19,620"
2002,Toyota,Manual,13,"$4,589 ",4,"1,200",Petrol,Gray,No Service,1,Yes,Between 10k and 20k,"13,180"
2002,Ford,Manual,12,"$4,560 ",4,"2,500",Petrol,White,No Service,1,Yes,Between 10k and 20k,"11,840"
2003,Honda,Automatic,14,"$4,620 ",1,"1,500",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"14,260"
2003,BMW,Manual,19,"$7,035 ",2,"1,800",Petrol,Blue,No Service,1,Yes,Between 10k and 20k,"19,380"
2003,Hyundai,Manual,19,"$4,208 ",3,800,Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"18,790"
2003,Volkswagen,Automatic,15,"$4,657 ",3,"2,500",Petrol,Black,No Service,1,Yes,Between 10k and 20k,"15,200"
2004,Volkswagen,Automatic,20,"$6,502 ",2,"2,500",Petrol,Gray,No Service,1,Yes,Between 20k and 30k,"20,260"
2004,Volkswagen,Automatic,16,"$5,900 ",1,"1,500",Petrol,Silver,No Service,1,Yes,Between 10k and 20k,"15,650"
2004,Kia,Manual,18,"$8,058 ",1,"2,500",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"18,450"
2004,Toyota,Automatic,19,"$8,007 ",1,"2,000",Petrol,Red,No Service,1,Yes,Between 10k and 20k,"18,740"
